Maker,Category,Registrations,Year
AUTOROLA INDIA TO,2WIC,0,2022
AYAAN ELECTRONIC PVT LTD,2WIC,0,2022
BAJAJ AUTO LTD,2WIC,28,2022
BATTRE ELECTRIC MOBLITY PVT LTD,2WIC,0,2022
BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,2WIC,0,2022
BGAUSS AUTO PRIVATE LIMITED,2WIC,0,2022
BLIX CYCLES AND E-VEHICLES PVT LTD,2WIC,0,2022
BMW INDIA PVT LTD,2WIC,0,2022
BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,2WIC,0,2022
BOUNCE ELECTRIC 1 PVT LTD,2WIC,0,2022
BSA MOTORS,2WIC,0,2022
CHANDANA CORPORATION,2WIC,0,2022
CLASSIC LEGENDS PVT LTD,2WIC,0,2022
DAO EVTECH PRIVATE LIMITED,2WIC,0,2022
DILLI ELECTRIC AUTO PVT LTD,2WIC,0,2022
DSK MOTOWHEELS PVT LTD.,2WIC,0,2022
DUCATI INDIA PVT LTD,2WIC,0,2022
DUCATI MOTOR HOLDING S.P.A,2WIC,0,2022
ECO FUEL SYSTEMS (I) PVT LTD,2WIC,0,2022
EICHER MOTORS LTD,2WIC,0,2022
ELECTRECA VEHICLES,2WIC,0,2022
ELTHOR ENERGY PRIVATE LIMITED,2WIC,0,2022
ENGTIAN ELECTRIC BIKE PVT LTD,2WIC,0,2022
ESCORTS CONSTRUCTION EQUIPMENT LTD,2WIC,0,2022
ESCORTS R&D CENTRE,2WIC,0,2022
EVTRIC MOTORS PVT LTD,2WIC,0,2022
EXERVAL PVT LTD,2WIC,0,2022
FIADO INDUSTRIES PVT LTD,2WIC,0,2022
GODREJ AND BOYCE MFG CO LTD,2WIC,0,2022
GO GREEN EOT (ENERGY OF THINGS) PVT LTD,2WIC,0,2022
GOREEN E-MOBILITY PVT LTD,2WIC,1,2022
GREAVES ELECTRIC MOBILITY PVT LTD,2WIC,0,2022
GUANGDONG TAYO (IMPORTER: ADISHWAR AUTO),2WIC,0,2022
HARLEY DAVIDSON (IMPORTER: HERO MOTOCORP),2WIC,0,2022
H-D MOTOR COMPANY INDIA PVT LTD,2WIC,0,2022
HERO ELECTRIC VEHICLE PVT LTD,2WIC,0,2022
HERO ELECTRIC VEHICLES PVT. LTD,2WIC,1,2022
HERO HONDA MOTORS  LTD,2WIC,0,2022
HERO MOTOCORP LTD,2WIC,"5,570",2022
HILLMAN MOTORS LTD,2WIC,0,2022
HONDA CARS INDIA LTD,2WIC,0,2022
HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2WIC,"1,199",2022
HONGHUA INTER CO LTD,2WIC,0,2022
HONGKONG YIXING (IMPORTER: ADMS MARKETING),2WIC,0,2022
HOP ELECTRIC MOBILITY PVT LTD,2WIC,0,2022
HOUSTAN INNOVATION LLP,2WIC,0,2022
HYUNDAI MOTOR INDIA LTD,2WIC,1,2022
INDIA KAWASAKI MOTORS PVT LTD,2WIC,0,2022
INDIA YAMAHA MOTOR PVT LTD,2WIC,20,2022
IRA EDUTECH PVT LTD,2WIC,0,2022
IVOOMI INNOVATION PVT LTD,2WIC,0,2022
IZANAU ELECTRIC LLP,2WIC,0,2022
JIANGSU AIMA (IMPORTER: QUANTUM ENERGY),2WIC,0,2022
JIANGSU SUNHOU (IMPORTER: SABOO TOR),2WIC,0,2022
JIANGSU XINRI E-VEHICLE(IMPORTER SWIFT CUR.TECH.),2WIC,0,2022
JIANGSU XINRI (IMPORTER: NISIKI TECHNOLOGIES),2WIC,0,2022
JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),2WIC,0,2022
JITENDRA NEW EV-TECH PVT. LTD,2WIC,0,2022
JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),2WIC,0,2022
JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),2WIC,0,2022
KABIRA MOBILITY LLP,2WIC,0,2022
KAWASAKI HEAVY INDUSTRIES LTD,2WIC,0,2022
KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,2WIC,0,2022
KINETIC MOTOR COMPANY LIMITED,2WIC,0,2022
KLB KOMAKI PVT LTD,2WIC,0,2022
KYTE ENERGY PVT. LTD.,2WIC,0,2022
LECTRIX E VEHICLES PVT LTD,2WIC,0,2022
LML LIMITED,2WIC,0,2022
LOCAL TRAILER MANUFACTURER,2WIC,0,2022
LOHIA AUTO INDUSTRIES LTD.,2WIC,0,2022
M2GO ELECTRIC VEHICLE PVT LTD,2WIC,0,2022
MAA LUXMI E-VEHICLES PVT. LTD.,2WIC,0,2022
MAHINDRA & MAHINDRA LIMITED,2WIC,0,2022
MAHINDRA TWO WHEELERS LTD,2WIC,0,2022
MAJESTIC AUTO LTD,2WIC,0,2022
MARUTHISAN PVT LTD,2WIC,0,2022
MARUTI SUZUKI INDIA LTD,2WIC,2,2022
MEW ELECTRICALS LIMITED,2WIC,0,2022
MINI METRO EV L.L.P,2WIC,0,2022
MIRAKLE 5 AUTOMOBILES PVT LTD,2WIC,0,2022
MOTOROYALE KINETIC PRIVATE LIMITED,2WIC,0,2022
M/S VISHNU CLEAN ENERGY VEHICLES LLP,2WIC,0,2022
MV AGUSTA INDIA PVT LTD,2WIC,0,2022
NDS ECO MOTORS PVT LTD,2WIC,0,2022
NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),2WIC,0,2022
NISIKI TECHNOLOGIES PVT LTD,2WIC,0,2022
NUMEROS MOTORS PVT LTD,2WIC,0,2022
ODYSSE ELECTRIC VEHICLES PVT LTD,2WIC,0,2022
OKAYA EV PVT LTD,2WIC,0,2022
OKINAWA AUTOTECH PVT LTD,2WIC,3,2022
OLA ELECTRIC TECHNOLOGIES PVT LTD,2WIC,0,2022
OMJAY EV LIMITED,2WIC,0,2022
OTHERS,2WIC,0,2022
OZOTEC AUTOMOBILE PRIVATE LIMITED,2WIC,0,2022
PIAGGIO VEHICLES PVT LTD,2WIC,5,2022
POLARIS INDIA PVT LTD,2WIC,0,2022
PORFITEL TECHNOLOGY (IMPORTER: AERORIDE),2WIC,0,2022
PUR ENERGY PVT LTD,2WIC,0,2022
QIANJIANG-KEEWAY (IMPORTER: ADISHWAR AUTO),2WIC,0,2022
QUANTUM ENERGY LTD.,2WIC,0,2022
REVOLT INTELLICORP PVT LTD,2WIC,2,2022
RGM BUSINESS PLUS PVT LTD,2WIC,1,2022
ROWWET MOBILITY PVT LTD,2WIC,0,2022
ROYAL-ENFIELD (UNIT OF EICHER LTD),2WIC,2,2022
SBTEK E MOTO PVT LTD,2WIC,0,2022
SHRI BARSANA E-VEHICLES PVT LTD,2WIC,0,2022
SMV,2WIC,0,2022
SRIVARU MOTORS PVT LTD,2WIC,0,2022
SUPERECO AUTOMOTIVE CO,2WIC,0,2022
SUZUKI MOTORCYCLE INDIA PVT LTD,2WIC,142,2022
TATA MOTORS LTD,2WIC,1,2022
THUKRAL ELECTRIC BIKES PVT LTD,2WIC,0,2022
TORK MOTORS PVT LTD,2WIC,0,2022
TRIUMPH MOTORCYCLES (INDIA) PVT LTD,2WIC,0,2022
TUNWAL E MOTORS PVT LTD,2WIC,0,2022
TVS MOTOR COMPANY LTD,2WIC,"6,739",2022
TYST DRIVE INDIA PVT LTD,2WIC,0,2022
WARDWIZARD INNOVATIONS & MOBILITY LIMITED,2WIC,0,2022
WHITE CARBON MOTORS PVT LTD,2WIC,0,2022
WUXI DONGMA (IMPORTER: DYNAM PRECISION),2WIC,0,2022
WUXI JIYAYI (IMPORTER: IZANAU ELECTRIC LLP),2WIC,0,2022
WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),2WIC,0,2022
WUXI SAIGE ELECTRIC (IMPORTER: GLORIOUS DIGITAL),2WIC,0,2022
WUXI SAIGE (IMPORTER: E-VISHWA ELECTOBIKE),2WIC,0,2022
WUXI SAIGE (IMPORTER: WARIVO MOTOR),2WIC,0,2022
WUXI TENGHUI (IMPORTER: SEEKA E MOTORS),2WIC,0,2022
XYZ1,2WIC,0,2022
YANGGUANG LINGMU (IMPORTER: DAWNGATE BUSINESS),2WIC,0,2022
YANGGUANG LINGMU (IMPORTER: DURGA FILTERS),2WIC,0,2022
YANGGUANG LINGMU (IMPORTER: REMARK ELECTRIC),2WIC,0,2022
ZAP (HK) (IMPORTER: IZANAU ELECTRIC),2WIC,0,2022
ZHEJIANG CFMOTO (IMPORTER: ADISHWAR AUTO),2WIC,0,2022
ZHEJIANG CHANGLING (IMPORTER: ADISHWAR AUTO),2WIC,0,2022
ZHEJIANG LUYUAN (IMPORTER: DYNAM EV TECH),2WIC,0,2022
ZHEJIANG MORNI (IMPORTER: ADISHWAR AUTO),2WIC,0,2022
ADISHWAR AUTO RIDE INDIA PVT LTD,2WN,"1,350",2022
ADRIS ELECTRIC PVT LTD,2WN,226,2022
AFTEK MOTORS INDIA PVT LTD,2WN,186,2022
AHMED MOTORS,2WN,18,2022
AJS MOTORCYCLES LTD,2WN,1,2022
ALTIUS EV TECH PVT LTD,2WN,67,2022
AMO MOBILITY SOLUTIONS PVT LTD,2WN,"1,495",2022
AMPERE VEHICLES PRIVATE LIMITED,2WN,"79,141",2022
AMPERE VEHICLES PVT LTD,2WN,"2,391",2022
ANCHI MOTORCYCLE  (IMPORTER: ECOTRINITY AUTOMOBILE,2WN,6,2022
ANCHI MOTORCYCLE (IMPORTER: EVNEXUS PVT. LTD.),2WN,1,2022
ANVITA AUTO TECH WORKS PVT LTD,2WN,30,2022
ATHER ENERGY LTD,2WN,"51,782",2022
